wandb: Currently logged in as: yog1thun (yog1thun-peking-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: setting up run 2k0sdzye
wandb: Tracking run with wandb version 0.23.1
wandb: Run data is saved locally in models/20260108-165245/wandb/run-20260108_165248-2k0sdzye
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run learner_2977856
wandb: ⭐️ View project at https://wandb.ai/yog1thun-peking-university/mahjong-rl
wandb: 🚀 View run at https://wandb.ai/yog1thun-peking-university/mahjong-rl/runs/2k0sdzye
Loaded pre-trained model from ckpt/20251230-175913/100.pkl
[Train] Iteration 0, total loss -0.0966, policy loss -51.1968, value loss 44.1821, entropy loss -0.0059, predict loss 6.9182
[Train] Iteration 2525, total loss 7.1197, policy loss -4.1618, value loss 4.9359, entropy loss -0.0127, predict loss 6.3458
[Train] Iteration 2526, total loss 9.7312, policy loss -4.3786, value loss 7.5094, entropy loss -0.0099, predict loss 6.6006
[Train] Iteration 2527, total loss 12.7354, policy loss -5.1822, value loss 11.3385, entropy loss -0.0058, predict loss 6.5793
[Train] Iteration 2528, total loss 5.5458, policy loss -4.3543, value loss 3.8715, entropy loss -0.0211, predict loss 6.0290
[Train] Iteration 2529, total loss 12.1071, policy loss -4.7575, value loss 10.4564, entropy loss -0.0082, predict loss 6.4083
[Train] Iteration 2530, total loss 5.7789, policy loss -4.0837, value loss 3.4702, entropy loss -0.0131, predict loss 6.3927
[Train] Iteration 2531, total loss 4.9729, policy loss -4.1381, value loss 2.4386, entropy loss -0.0154, predict loss 6.6727
[Train] Iteration 2532, total loss 15.8322, policy loss -4.3718, value loss 13.9723, entropy loss -0.0105, predict loss 6.2319
[Train] Iteration 2533, total loss 7.1190, policy loss -4.0995, value loss 4.9581, entropy loss -0.0171, predict loss 6.2608
[Train] Iteration 2534, total loss 9.1974, policy loss -4.1364, value loss 7.2744, entropy loss -0.0117, predict loss 6.0597
[Train] Iteration 2535, total loss 7.3059, policy loss -4.3108, value loss 5.7152, entropy loss -0.0069, predict loss 5.9016
[Train] Iteration 2536, total loss 11.4114, policy loss -4.0807, value loss 8.8962, entropy loss -0.0150, predict loss 6.5963
[Train] Iteration 2537, total loss 7.5990, policy loss -4.2482, value loss 5.5006, entropy loss -0.0137, predict loss 6.3468
[Train] Iteration 2538, total loss 7.0298, policy loss -4.7025, value loss 5.5488, entropy loss -0.0202, predict loss 6.1839
[Train] Iteration 2539, total loss 7.5297, policy loss -4.8583, value loss 5.9931, entropy loss -0.0153, predict loss 6.3953
[Train] Iteration 2540, total loss 5.4460, policy loss -4.1252, value loss 3.4550, entropy loss -0.0167, predict loss 6.1165
[Train] Iteration 2541, total loss 9.5940, policy loss -4.7827, value loss 8.0932, entropy loss -0.0143, predict loss 6.2838
[Train] Iteration 2542, total loss 5.6160, policy loss -4.2021, value loss 3.4134, entropy loss -0.0145, predict loss 6.4049
[Train] Iteration 2543, total loss 8.7844, policy loss -4.4333, value loss 6.6379, entropy loss -0.0075, predict loss 6.5799
[Train] Iteration 2544, total loss 11.1826, policy loss -4.4539, value loss 9.2217, entropy loss -0.0108, predict loss 6.4151
[Train] Iteration 2545, total loss 6.9316, policy loss -4.1097, value loss 4.9521, entropy loss -0.0216, predict loss 6.0896
[Train] Iteration 2546, total loss 3.7860, policy loss -4.2908, value loss 1.8941, entropy loss -0.0029, predict loss 6.1828
[Train] Iteration 2547, total loss 10.3086, policy loss -4.6602, value loss 8.3885, entropy loss -0.0224, predict loss 6.5807
[Train] Iteration 2548, total loss 4.6914, policy loss -4.1643, value loss 2.5591, entropy loss -0.0095, predict loss 6.2967
[Train] Iteration 2549, total loss 5.1919, policy loss -4.0271, value loss 2.2999, entropy loss -0.0094, predict loss 6.9192
[Train] Iteration 2550, total loss 12.8535, policy loss -4.4469, value loss 11.0956, entropy loss -0.0100, predict loss 6.2051
[Train] Iteration 2551, total loss 5.4800, policy loss -3.7827, value loss 3.1687, entropy loss -0.0122, predict loss 6.0942
[Train] Iteration 2552, total loss 7.2930, policy loss -4.9613, value loss 5.6834, entropy loss -0.0093, predict loss 6.5712
[Train] Iteration 2553, total loss 10.7734, policy loss -4.3346, value loss 9.1293, entropy loss -0.0077, predict loss 5.9788
[Train] Iteration 2554, total loss 10.2570, policy loss -4.3153, value loss 8.1089, entropy loss -0.0120, predict loss 6.4637
[Train] Iteration 2555, total loss 8.2322, policy loss -4.6465, value loss 6.8568, entropy loss -0.0162, predict loss 6.0221
[Train] Iteration 2556, total loss 4.1145, policy loss -4.4058, value loss 2.2922, entropy loss -0.0068, predict loss 6.2283
[Train] Iteration 2557, total loss 8.5480, policy loss -4.8051, value loss 7.0774, entropy loss -0.0096, predict loss 6.2759
[Train] Iteration 2558, total loss 6.0930, policy loss -4.4973, value loss 4.3443, entropy loss -0.0103, predict loss 6.2462
[Train] Iteration 2559, total loss 13.9825, policy loss -4.3918, value loss 11.7251, entropy loss -0.0056, predict loss 6.6494
[Train] Iteration 2560, total loss 10.0230, policy loss -4.2065, value loss 7.6866, entropy loss -0.0201, predict loss 6.5434
[Train] Iteration 2561, total loss 6.6684, policy loss -4.2708, value loss 4.6386, entropy loss -0.0159, predict loss 6.3008
[Train] Iteration 2562, total loss 4.5722, policy loss -4.2725, value loss 2.2060, entropy loss -0.0178, predict loss 6.6390
[Train] Iteration 2563, total loss 6.2707, policy loss -4.1323, value loss 4.2032, entropy loss -0.0089, predict loss 6.2000
[Train] Iteration 2564, total loss 12.9351, policy loss -5.3163, value loss 11.3781, entropy loss -0.0093, predict loss 6.8734
[Train] Iteration 2565, total loss 7.5428, policy loss -4.4857, value loss 5.9316, entropy loss -0.0119, predict loss 6.0970
[Train] Iteration 2566, total loss 5.5879, policy loss -4.4574, value loss 3.5345, entropy loss -0.0201, predict loss 6.5113
[Train] Iteration 2567, total loss 7.3520, policy loss -4.8033, value loss 5.9027, entropy loss -0.0074, predict loss 6.2528
[Train] Iteration 2568, total loss 6.7550, policy loss -4.2505, value loss 4.5651, entropy loss -0.0121, predict loss 6.4406
[Train] Iteration 2569, total loss 9.3968, policy loss -4.4285, value loss 7.6823, entropy loss -0.0087, predict loss 6.1431
[Train] Iteration 2570, total loss 7.9495, policy loss -4.3740, value loss 5.9379, entropy loss -0.0184, predict loss 6.3860
[Train] Iteration 2571, total loss 10.1700, policy loss -4.1890, value loss 7.8963, entropy loss -0.0093, predict loss 6.4629
[Train] Iteration 2572, total loss 8.1311, policy loss -4.1940, value loss 6.1405, entropy loss -0.0131, predict loss 6.1849
[Train] Iteration 2573, total loss 4.2331, policy loss -5.1338, value loss 2.9507, entropy loss -0.0111, predict loss 6.4164
[Train] Iteration 2574, total loss 5.6647, policy loss -3.6614, value loss 3.1186, entropy loss -0.0130, predict loss 6.2077
[Train] Iteration 2575, total loss 8.8446, policy loss -4.6144, value loss 6.8133, entropy loss -0.0162, predict loss 6.6460
[Train] Iteration 2576, total loss 5.4752, policy loss -4.2763, value loss 3.8730, entropy loss -0.0121, predict loss 5.8788
[Train] Iteration 2577, total loss 10.3197, policy loss -4.1378, value loss 8.1411, entropy loss -0.0140, predict loss 6.3167
[Train] Iteration 2578, total loss 10.4738, policy loss -4.7492, value loss 8.6934, entropy loss -0.0115, predict loss 6.5299
[Train] Iteration 2579, total loss 11.8743, policy loss -0.8685, value loss 6.6038, entropy loss -0.0077, predict loss 6.1391
[Train] Iteration 2580, total loss 8.6696, policy loss -4.5753, value loss 7.0114, entropy loss -0.0194, predict loss 6.2339
[Train] Iteration 2581, total loss 9.7371, policy loss -4.3913, value loss 7.6363, entropy loss -0.0142, predict loss 6.4924
[Train] Iteration 2582, total loss 4.9614, policy loss -4.2744, value loss 2.8770, entropy loss -0.0128, predict loss 6.3590
[Train] Iteration 2583, total loss 7.9667, policy loss -4.5133, value loss 6.1936, entropy loss -0.0214, predict loss 6.2868
[Train] Iteration 2584, total loss 8.8150, policy loss -4.0099, value loss 6.9284, entropy loss -0.0047, predict loss 5.8966
[Train] Iteration 2585, total loss 6.0218, policy loss -4.2909, value loss 4.2003, entropy loss -0.0126, predict loss 6.1126
[Train] Iteration 2586, total loss 10.4614, policy loss -4.0506, value loss 8.2772, entropy loss -0.0192, predict loss 6.2352
[Train] Iteration 2587, total loss 9.4109, policy loss -4.4670, value loss 7.5342, entropy loss -0.0085, predict loss 6.3440
[Train] Iteration 2588, total loss 10.2204, policy loss -4.8074, value loss 8.4830, entropy loss -0.0089, predict loss 6.5450
[Train] Iteration 2589, total loss 5.8499, policy loss -4.0935, value loss 3.7970, entropy loss -0.0106, predict loss 6.1466
[Train] Iteration 2590, total loss 7.2680, policy loss -4.4243, value loss 5.3689, entropy loss -0.0164, predict loss 6.3237
[Train] Iteration 2591, total loss 12.0394, policy loss -4.0760, value loss 9.8686, entropy loss -0.0078, predict loss 6.2470
[Train] Iteration 2592, total loss 8.8113, policy loss -4.4238, value loss 7.2620, entropy loss -0.0090, predict loss 5.9733
[Train] Iteration 2593, total loss 6.7560, policy loss -4.3849, value loss 4.8507, entropy loss -0.0141, predict loss 6.2906
[Train] Iteration 2594, total loss 8.6965, policy loss -4.1028, value loss 6.4594, entropy loss -0.0274, predict loss 6.3404
[Train] Iteration 2595, total loss 6.4830, policy loss -4.6140, value loss 4.8424, entropy loss -0.0042, predict loss 6.2548
[Train] Iteration 2596, total loss 10.6784, policy loss -4.2468, value loss 8.6513, entropy loss -0.0109, predict loss 6.2742
[Train] Iteration 2597, total loss 5.0940, policy loss -4.9552, value loss 3.9240, entropy loss -0.0119, predict loss 6.1254
[Train] Iteration 2598, total loss 10.0582, policy loss -4.5371, value loss 7.9156, entropy loss -0.0032, predict loss 6.6797
[Train] Iteration 2599, total loss 7.4037, policy loss -4.6625, value loss 5.5088, entropy loss -0.0152, predict loss 6.5577
[Train] Iteration 2600, total loss 7.9376, policy loss -4.4995, value loss 6.0524, entropy loss -0.0218, predict loss 6.3852
[Train] Iteration 2601, total loss 11.1270, policy loss -4.9172, value loss 9.7442, entropy loss -0.0323, predict loss 6.3007
[Train] Iteration 2602, total loss 8.2418, policy loss -4.2994, value loss 6.2385, entropy loss -0.0148, predict loss 6.3030
[Train] Iteration 2603, total loss 14.2347, policy loss -4.0270, value loss 11.5526, entropy loss -0.0142, predict loss 6.7095
[Train] Iteration 2604, total loss 6.9193, policy loss -4.1905, value loss 4.8520, entropy loss -0.0057, predict loss 6.2579
[Train] Iteration 2605, total loss 10.9443, policy loss -4.2736, value loss 9.0594, entropy loss -0.0099, predict loss 6.1587
[Train] Iteration 2606, total loss 9.2610, policy loss -4.5571, value loss 7.4015, entropy loss -0.0220, predict loss 6.4170
[Train] Iteration 2607, total loss 4.3063, policy loss -4.9046, value loss 2.6470, entropy loss -0.0098, predict loss 6.5641
[Train] Iteration 2608, total loss 6.9251, policy loss -4.6812, value loss 5.2521, entropy loss -0.0167, predict loss 6.3545
[Train] Iteration 2609, total loss 7.3299, policy loss -4.5180, value loss 5.2465, entropy loss -0.0103, predict loss 6.6015
[Train] Iteration 2610, total loss 9.7131, policy loss -4.6872, value loss 7.6938, entropy loss -0.0183, predict loss 6.7068
[Train] Iteration 2611, total loss 6.8350, policy loss -4.5161, value loss 5.2657, entropy loss -0.0159, predict loss 6.0857
[Train] Iteration 2612, total loss 11.2159, policy loss -4.3854, value loss 9.3341, entropy loss -0.0133, predict loss 6.2674
[Train] Iteration 2613, total loss 10.8063, policy loss -4.6774, value loss 9.3462, entropy loss -0.0111, predict loss 6.1378
[Train] Iteration 2614, total loss 6.2802, policy loss -5.3117, value loss 5.0344, entropy loss -0.0086, predict loss 6.5577
[Train] Iteration 2615, total loss 5.2975, policy loss -4.2016, value loss 3.2735, entropy loss -0.0188, predict loss 6.2259
[Train] Iteration 2616, total loss 6.5390, policy loss -4.3466, value loss 4.4525, entropy loss -0.0131, predict loss 6.4333
[Train] Iteration 2617, total loss 5.2855, policy loss -4.1056, value loss 3.6107, entropy loss -0.0130, predict loss 5.7806
[Train] Iteration 2618, total loss 11.8285, policy loss -4.5167, value loss 9.8472, entropy loss -0.0125, predict loss 6.4982
[Train] Iteration 2619, total loss 5.8290, policy loss -4.3298, value loss 3.8630, entropy loss -0.0114, predict loss 6.2960
[Train] Iteration 2620, total loss 9.8655, policy loss -4.1928, value loss 7.5526, entropy loss -0.0103, predict loss 6.5060
[Train] Iteration 2621, total loss 6.9027, policy loss -4.7010, value loss 4.9385, entropy loss -0.0177, predict loss 6.6656
[Train] Iteration 2622, total loss 7.9460, policy loss -4.0039, value loss 5.8436, entropy loss -0.0111, predict loss 6.1065
[Train] Iteration 2623, total loss 5.3847, policy loss -4.2197, value loss 3.1792, entropy loss -0.0064, predict loss 6.4254
[Train] Iteration 2624, total loss 8.4756, policy loss -4.8247, value loss 6.4364, entropy loss -0.0013, predict loss 6.8639
[Train] Iteration 2625, total loss 11.2520, policy loss -4.5475, value loss 9.4569, entropy loss -0.0025, predict loss 6.3427
[Train] Iteration 2626, total loss 8.1342, policy loss -4.5514, value loss 5.9396, entropy loss -0.0100, predict loss 6.7462
[Train] Iteration 2627, total loss 7.1508, policy loss -4.1068, value loss 5.3667, entropy loss -0.0176, predict loss 5.8912
[Train] Iteration 2628, total loss 4.8053, policy loss -4.9112, value loss 3.5891, entropy loss -0.0071, predict loss 6.1275
[Train] Iteration 2629, total loss 7.5392, policy loss -4.8969, value loss 5.9525, entropy loss -0.0106, predict loss 6.4837
[Train] Iteration 2630, total loss 7.9593, policy loss -3.6987, value loss 5.0355, entropy loss -0.0091, predict loss 6.6227
[Train] Iteration 2631, total loss 9.3234, policy loss -4.1493, value loss 7.3740, entropy loss -0.0119, predict loss 6.0990
[Train] Iteration 2632, total loss 9.2171, policy loss -4.6369, value loss 7.1889, entropy loss -0.0127, predict loss 6.6654
[Train] Iteration 2633, total loss 6.5382, policy loss -4.7008, value loss 4.9667, entropy loss -0.0120, predict loss 6.2725
[Train] Iteration 2634, total loss 8.3617, policy loss -4.4978, value loss 6.4223, entropy loss -0.0157, predict loss 6.4376
[Train] Iteration 2635, total loss 14.1110, policy loss -3.6257, value loss 11.4281, entropy loss -0.0196, predict loss 6.3090
[Train] Iteration 2636, total loss 5.4945, policy loss -4.2044, value loss 3.8504, entropy loss -0.0088, predict loss 5.8487
[Train] Iteration 2637, total loss 6.9663, policy loss -4.1462, value loss 4.8768, entropy loss -0.0157, predict loss 6.2360
[Train] Iteration 2638, total loss 12.6527, policy loss -4.5259, value loss 10.5150, entropy loss -0.0121, predict loss 6.6638
[Train] Iteration 2639, total loss 6.9866, policy loss -4.0938, value loss 4.9859, entropy loss -0.0149, predict loss 6.0948
[Train] Iteration 2640, total loss 10.7973, policy loss -4.4868, value loss 8.8144, entropy loss -0.0046, predict loss 6.4698
[Train] Iteration 2641, total loss 12.9701, policy loss -4.2453, value loss 10.6011, entropy loss -0.0116, predict loss 6.6146
[Train] Iteration 2642, total loss 7.3819, policy loss -4.1336, value loss 5.1465, entropy loss -0.0092, predict loss 6.3691
[Train] Iteration 2643, total loss 10.7705, policy loss -4.4512, value loss 8.8352, entropy loss -0.0112, predict loss 6.3867
[Train] Iteration 2644, total loss 11.5974, policy loss -4.2766, value loss 9.4017, entropy loss -0.0089, predict loss 6.4725
[Train] Iteration 2645, total loss 8.7779, policy loss -4.0678, value loss 6.6043, entropy loss -0.0081, predict loss 6.2416
[Train] Iteration 2646, total loss 11.8324, policy loss 2.1716, value loss 3.3591, entropy loss -0.0161, predict loss 6.3020
[Train] Iteration 2647, total loss 7.8248, policy loss -3.6189, value loss 5.2741, entropy loss -0.0192, predict loss 6.1700
[Train] Iteration 2648, total loss 4.5629, policy loss -4.9086, value loss 2.7615, entropy loss -0.0072, predict loss 6.7100
[Train] Iteration 2649, total loss 11.1253, policy loss -4.2663, value loss 8.9612, entropy loss -0.0097, predict loss 6.4305
[Train] Iteration 2650, total loss 7.2880, policy loss -3.9649, value loss 4.8909, entropy loss -0.0163, predict loss 6.3623
[Train] Iteration 2651, total loss 7.4929, policy loss -4.4211, value loss 5.8301, entropy loss -0.0179, predict loss 6.0843
[Train] Iteration 2652, total loss 11.6191, policy loss -4.2097, value loss 9.2082, entropy loss -0.0110, predict loss 6.6208
[Train] Iteration 2653, total loss 5.1097, policy loss -4.6381, value loss 3.4696, entropy loss -0.0133, predict loss 6.2785
[Train] Iteration 2654, total loss 8.7999, policy loss -4.3149, value loss 6.9907, entropy loss -0.0231, predict loss 6.1246
[Train] Iteration 2655, total loss 13.6192, policy loss -4.1857, value loss 11.6628, entropy loss -0.0090, predict loss 6.1423
[Train] Iteration 2656, total loss 12.6036, policy loss -4.1327, value loss 9.9715, entropy loss -0.0290, predict loss 6.7654
[Train] Iteration 2657, total loss 5.8251, policy loss -4.8023, value loss 4.4612, entropy loss -0.0185, predict loss 6.1666
[Train] Iteration 2658, total loss 14.0115, policy loss -4.2169, value loss 11.9184, entropy loss -0.0123, predict loss 6.3102
[Train] Iteration 2659, total loss 8.5466, policy loss -4.7464, value loss 6.9231, entropy loss -0.0155, predict loss 6.3702
[Train] Iteration 2660, total loss 7.5256, policy loss -4.7034, value loss 5.7506, entropy loss -0.0100, predict loss 6.4786
[Train] Iteration 2661, total loss 8.4027, policy loss -3.9459, value loss 5.9101, entropy loss -0.0149, predict loss 6.4387
